date,cultivar,n_stolon_primary_mean,n_stolon_secondary_mean,n_stolon_tertiary_mean,n_stolon_quaternary_mean,n_dp_alt_primary_mean,n_dp_alt_secondary_mean,n_dp_alt_tertiary_mean,n_dp_alt_quaternary_mean,n_dp_mid_primary_mean,n_dp_mid_secondary_mean,n_dp_mid_tertiary_mean,n_dp_mid_quaternary_mean,n_dp_total_alt_mean,n_dp_total_mid_mean,n_flowers_total_mean,n_flowers_mp_mean,n_flowers_dp_mean,stolon_length_primary_cm_mean,crown_diameter_mm_mean,n_stolon_primary_se,n_stolon_secondary_se,n_stolon_tertiary_se,n_stolon_quaternary_se,n_dp_alt_primary_se,n_dp_alt_secondary_se,n_dp_alt_tertiary_se,n_dp_alt_quaternary_se,n_dp_mid_primary_se,n_dp_mid_secondary_se,n_dp_mid_tertiary_se,n_dp_mid_quaternary_se,n_dp_total_alt_se,n_dp_total_mid_se,n_flowers_total_se,n_flowers_mp_se,n_flowers_dp_se,stolon_length_primary_cm_se,crown_diameter_mm_se,n_stolon_primary_n,n_stolon_secondary_n,n_stolon_tertiary_n,n_stolon_quaternary_n,n_dp_alt_primary_n,n_dp_alt_secondary_n,n_dp_alt_tertiary_n,n_dp_alt_quaternary_n,n_dp_mid_primary_n,n_dp_mid_secondary_n,n_dp_mid_tertiary_n,n_dp_mid_quaternary_n,n_dp_total_alt_n,n_dp_total_mid_n,n_flowers_total_n,n_flowers_mp_n,n_flowers_dp_n,stolon_length_primary_cm_n,crown_diameter_mm_n
2025-05-21,Portola,7.333333333333333,16.666666666666668,3.3333333333333335,0.0,16.333333333333332,28.333333333333332,3.3333333333333335,0.0,0.0,0.0,0.0,0.0,48.0,0.0,8.666666666666666,8.666666666666666,0.0,163.47666666666666,,1.4529663145135578,3.1797973380564857,1.452966314513558,0.0,2.4037008503093262,6.064468466220084,1.452966314513558,0.0,0.0,0.0,0.0,0.0,9.865765724632494,0.0,3.1797973380564857,3.1797973380564857,0.0,6.819497374766297,,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,0
2025-05-21,Radiance,23.0,32.666666666666664,8.333333333333334,0.0,54.333333333333336,45.0,9.333333333333334,0.0,3.0,7.666666666666667,0.3333333333333333,0.0,108.66666666666667,11.0,0.0,0.0,0.0,163.8475543333333,,2.0816659994661326,3.8441875315569325,1.855921454276674,0.0,9.683892697555969,2.5166114784235836,2.4037008503093262,0.0,1.0,1.6666666666666667,0.33333333333333337,0.0,9.871395263307232,1.1547005383792517,0.0,0.0,0.0,4.321946521170717,,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,0
2025-05-21,Ruby June,10.666666666666666,9.666666666666666,1.3333333333333333,0.0,18.0,14.0,1.3333333333333333,0.0,1.0,1.6666666666666667,0.0,0.0,33.333333333333336,2.6666666666666665,0.0,0.0,0.0,120.78101853333334,,1.2018504251546631,2.0275875100994067,0.3333333333333333,0.0,1.5275252316519468,4.618802153517007,0.3333333333333333,0.0,0.5773502691896258,1.2018504251546631,0.0,0.0,5.547772325697746,0.6666666666666666,0.0,0.0,0.0,3.2282411317016177,,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,0
2025-05-28,Albion,5.666666666666667,9.666666666666666,0.6666666666666666,0.0,12.0,19.0,1.0,0.0,0.0,0.0,0.0,0.0,32.0,0.0,0.6666666666666666,0.6666666666666666,0.0,150.83833333333334,,0.8819171036881969,1.6666666666666667,0.33333333333333337,0.0,0.5773502691896258,4.041451884327381,0.5773502691896258,0.0,0.0,0.0,0.0,0.0,4.582575694955841,0.0,0.6666666666666667,0.6666666666666667,0.0,0.36715497787415774,,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,0
2025-05-28,Cabrio,10.0,11.666666666666666,1.6666666666666667,0.0,21.333333333333332,23.0,2.0,0.0,1.3333333333333333,0.0,0.0,0.0,46.333333333333336,1.3333333333333333,2.0,2.0,0.0,160.86666666666667,,1.0,2.185812841434,0.3333333333333333,0.0,3.48010216963685,3.6055512754639896,0.5773502691896258,0.0,1.3333333333333335,0.0,0.0,0.0,4.910306620885412,1.3333333333333335,2.0,2.0,0.0,3.12907512072036,,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,0
2025-05-28,Camarosa,9.666666666666666,21.333333333333332,9.333333333333334,0.3333333333333333,24.333333333333332,45.333333333333336,14.333333333333334,0.3333333333333333,2.6666666666666665,3.0,0.0,0.0,84.33333333333333,5.666666666666667,0.0,0.0,0.0,206.82000000000002,,2.6034165586355518,0.33333333333333337,2.185812841434,0.33333333333333337,3.711842908553348,1.4529663145135578,3.2829526005987018,0.33333333333333337,1.763834207376394,0.5773502691896258,0.0,0.0,1.2018504251546631,1.4529663145135578,0.0,0.0,0.0,6.52301566250866,,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,0
2025-05-28,Chandler,10.666666666666666,26.333333333333332,1.3333333333333333,0.0,24.666666666666668,49.0,1.6666666666666667,0.0,2.6666666666666665,0.6666666666666666,0.0,0.0,75.33333333333333,3.3333333333333335,0.0,0.0,0.0,175.59027792666666,,0.3333333333333333,0.8819171036881969,0.3333333333333333,0.0,0.881917103688197,1.5275252316519468,0.6666666666666667,0.0,0.33333333333333337,0.33333333333333337,0.0,0.0,2.185812841434,0.33333333333333337,0.0,0.0,0.0,5.438506807419171,,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,0
2025-05-28,Finn,8.0,8.0,1.0,0.0,17.333333333333332,13.0,1.3333333333333333,0.0,0.0,0.6666666666666666,0.0,0.0,31.666666666666668,0.6666666666666666,1.0,1.0,0.0,160.71833333333333,,0.5773502691896258,2.0816659994661326,0.5773502691896258,0.0,1.2018504251546633,4.358898943540674,0.881917103688197,0.0,0.0,0.6666666666666667,0.0,0.0,2.905932629027116,0.6666666666666667,1.0,1.0,0.0,3.913683615782506,,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,0
2025-05-28,Sensation,12.333333333333334,20.333333333333332,2.6666666666666665,0.0,28.333333333333332,37.666666666666664,4.0,0.0,2.6666666666666665,2.0,0.0,0.0,70.0,4.666666666666667,0.0,0.0,0.0,161.91649571000002,,1.3333333333333335,2.185812841434,0.8819171036881969,0.0,4.0960685758148365,5.456901847914968,1.5275252316519468,0.0,1.452966314513558,1.1547005383792517,0.0,0.0,7.937253933193772,0.33333333333333337,0.0,0.0,0.0,5.554268279272527,,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,0
2025-06-04,Brilliance,10.0,22.0,6.666666666666667,0.0,31.333333333333332,54.0,12.0,0.0,2.0,0.0,0.0,0.0,97.33333333333333,2.0,0.0,0.0,0.0,159.37037036666666,,0.0,1.1547005383792517,0.33333333333333337,0.0,1.666666666666667,4.509249752822894,1.5275252316519468,0.0,2.0,0.0,0.0,0.0,5.2068331172711035,2.0,0.0,0.0,0.0,2.1684317886062527,,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,0
