date,cultivar,rep,n_stolon_primary,n_stolon_secondary,n_stolon_tertiary,n_stolon_quaternary,n_dp_alt_primary,n_dp_alt_secondary,n_dp_alt_tertiary,n_dp_alt_quaternary,n_dp_mid_primary,n_dp_mid_secondary,n_dp_mid_tertiary,n_dp_mid_quaternary,n_dp_total_alt,n_dp_total_mid,n_flowers_total,n_flowers_mp,n_flowers_dp,stolon_length_primary_cm,crown_diameter_mm
2025-06-04,Portola,2,11.0,28.0,11.0,0.0,31.0,64.0,15.0,0.0,0.0,0.0,0.0,0.0,110.0,0.0,0.0,0.0,0.0,138.2,
2025-06-04,Portola,3,9.0,19.0,7.0,0.0,24.0,49.0,11.0,0.0,0.0,0.0,0.0,0.0,84.0,0.0,9.0,9.0,0.0,157.1428571,
2025-06-18,Portola,1,9.0,19.0,3.0,0.0,20.0,44.0,5.0,0.0,0.0,0.0,0.0,0.0,69.0,0.0,0.0,0.0,0.0,142.91666667,
2025-06-18,Portola,2,11.0,31.0,13.0,0.0,43.0,84.0,24.0,0.0,0.0,0.0,0.0,0.0,151.0,0.0,0.0,0.0,0.0,152.46,
2025-06-18,Portola,3,10.0,23.0,9.0,0.0,33.0,71.0,21.0,0.0,0.0,0.0,0.0,0.0,125.0,0.0,28.0,18.0,10.0,158.94,
2025-07-02,Portola,1,10.0,21.0,4.0,0.0,13.0,58.0,8.0,0.0,0.0,0.0,0.0,0.0,79.0,0.0,3.0,0.0,3.0,159.9166667,7.572151899
2025-07-02,Portola,2,11.0,37.0,18.0,1.0,55.0,112.0,36.0,1.0,0.0,0.0,0.0,0.0,204.0,0.0,55.0,40.0,15.0,185.98,6.878778626
2025-07-02,Portola,3,10.0,27.0,12.0,0.0,41.0,94.0,31.0,0.0,1.0,1.0,0.0,0.0,166.0,2.0,17.0,11.0,6.0,179.733333,9.874357143
2025-04-23,Radiance,1,8.0,3.0,0.0,0.0,8.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,79.68,
2025-04-23,Radiance,2,18.0,1.0,0.0,0.0,16.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,0.0,0.0,0.0,0.0,78.17,
2025-04-23,Radiance,3,16.0,2.0,0.0,0.0,19.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,0.0,0.0,0.0,0.0,80.71666667,
2025-05-07,Radiance,1,15.0,11.0,1.0,0.0,18.0,12.0,1.0,0.0,2.0,2.0,0.0,0.0,31.0,4.0,0.0,0.0,0.0,121.03,
2025-05-07,Radiance,2,23.0,14.0,1.0,0.0,39.0,14.0,1.0,0.0,0.0,2.0,0.0,0.0,54.0,2.0,0.0,0.0,0.0,136.7222222,
2025-05-07,Radiance,3,20.0,16.0,1.0,0.0,43.0,19.0,1.0,0.0,0.0,3.0,0.0,0.0,63.0,3.0,0.0,0.0,0.0,140.3647059,
2025-05-21,Radiance,1,19.0,25.0,12.0,0.0,35.0,40.0,14.0,0.0,5.0,6.0,0.0,0.0,89.0,11.0,0.0,0.0,0.0,159.56875,
2025-05-21,Radiance,2,26.0,37.0,6.0,0.0,63.0,48.0,6.0,0.0,2.0,6.0,1.0,0.0,117.0,9.0,0.0,0.0,0.0,172.4913043,
2025-05-21,Radiance,3,24.0,36.0,7.0,0.0,65.0,47.0,8.0,0.0,2.0,11.0,0.0,0.0,120.0,13.0,0.0,0.0,0.0,159.4826087,
2025-06-04,Radiance,1,21.0,39.0,26.0,2.0,52.0,71.0,41.0,2.0,7.0,13.0,0.0,0.0,166.0,20.0,0.0,0.0,0.0,181.105,
2025-06-04,Radiance,2,29.0,60.0,14.0,0.0,92.0,101.0,18.0,0.0,5.0,11.0,2.0,0.0,211.0,18.0,0.0,0.0,0.0,186.3448276,
2025-06-04,Radiance,3,30.0,49.0,18.0,0.0,88.0,83.0,27.0,0.0,3.0,20.0,0.0,0.0,198.0,23.0,0.0,0.0,0.0,171.762963,
2025-06-18,Radiance,1,24.0,53.0,34.0,6.0,65.0,107.0,60.0,7.0,9.0,23.0,0.0,0.0,239.0,32.0,0.0,0.0,0.0,187.8636364,
2025-06-18,Radiance,2,35.0,68.0,20.0,0.0,118.0,155.0,34.0,0.0,8.0,17.0,4.0,0.0,307.0,29.0,0.0,0.0,0.0,198.0242424,
2025-06-18,Radiance,3,45.0,65.0,32.0,2.0,118.0,124.0,54.0,2.0,4.0,35.0,0.0,0.0,298.0,39.0,0.0,0.0,0.0,166.1394737,
2025-07-02,Radiance,1,27.0,55.0,34.0,6.0,79.0,127.0,69.0,10.0,11.0,24.0,1.0,0.0,285.0,36.0,0.0,0.0,0.0,204.1136364,8.56
2025-07-02,Radiance,2,38.0,75.0,22.0,0.0,143.0,196.0,47.0,0.0,11.0,20.0,4.0,0.0,386.0,35.0,0.0,0.0,0.0,223.2454545,7.42
2025-07-02,Radiance,3,48.0,75.0,35.0,2.0,163.0,159.0,75.0,3.0,5.0,41.0,1.0,0.0,400.0,47.0,0.0,0.0,0.0,194.5815789,6.03
2025-04-23,Ruby June,1,5.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,8.0,8.0,0.0,63.93333333,
2025-04-23,Ruby June,2,6.0,1.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,5.0,5.0,0.0,71.8,
2025-04-23,Ruby June,3,4.0,1.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,8.0,8.0,0.0,82.9,
2025-05-07,Ruby June,1,8.0,7.0,0.0,0.0,12.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,95.46666667,
2025-05-07,Ruby June,2,8.0,4.0,0.0,0.0,11.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,89.7,
2025-05-07,Ruby June,3,7.0,3.0,0.0,0.0,7.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,9.0,2.0,0.0,0.0,0.0,82.12,
2025-05-21,Ruby June,1,9.0,13.0,1.0,0.0,19.0,22.0,1.0,0.0,2.0,0.0,0.0,0.0,42.0,2.0,0.0,0.0,0.0,127.2375,
2025-05-21,Ruby June,2,13.0,10.0,1.0,0.0,20.0,14.0,1.0,0.0,1.0,1.0,0.0,0.0,35.0,2.0,0.0,0.0,0.0,117.5555556,
2025-05-21,Ruby June,3,10.0,6.0,2.0,0.0,15.0,6.0,2.0,0.0,0.0,4.0,0.0,0.0,23.0,4.0,0.0,0.0,0.0,117.55,
2025-06-04,Ruby June,1,9.0,15.0,3.0,0.0,24.0,32.0,3.0,0.0,3.0,0.0,0.0,0.0,59.0,3.0,0.0,0.0,0.0,155.0333333,
2025-06-04,Ruby June,2,13.0,14.0,2.0,0.0,33.0,26.0,3.0,0.0,2.0,1.0,0.0,0.0,62.0,3.0,0.0,0.0,0.0,140.4538462,
2025-06-04,Ruby June,3,15.0,14.0,3.0,0.0,31.0,20.0,5.0,0.0,0.0,6.0,0.0,0.0,56.0,6.0,0.0,0.0,0.0,131.8583333,
2025-06-18,Ruby June,1,11.0,16.0,3.0,0.0,30.0,41.0,4.0,0.0,5.0,0.0,0.0,0.0,75.0,5.0,0.0,0.0,0.0,156.2,
2025-06-18,Ruby June,2,19.0,20.0,4.0,0.0,44.0,45.0,7.0,0.0,3.0,0.0,0.0,0.0,96.0,3.0,0.0,0.0,0.0,181.0,
2025-06-18,Ruby June,3,19.0,16.0,3.0,0.0,44.0,31.0,6.0,0.0,0.0,8.0,0.0,0.0,81.0,8.0,0.0,0.0,0.0,145.5785714,
2025-07-02,Ruby June,1,16.0,17.0,3.0,0.0,33.0,43.0,5.0,0.0,5.0,0.0,0.0,0.0,81.0,5.0,0.0,0.0,0.0,166.1666667,10.64
2025-07-02,Ruby June,2,25.0,24.0,5.0,0.0,62.0,64.0,10.0,0.0,4.0,1.0,0.0,0.0,136.0,5.0,0.0,0.0,0.0,199.4615385,9.222197802
2025-07-02,Ruby June,3,23.0,19.0,5.0,0.0,61.0,47.0,9.0,0.0,0.0,10.0,0.0,0.0,117.0,10.0,0.0,0.0,0.0,159.8714286,8.653218391
2025-04-16,Sensation,1,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,7.0,0.0,,
2025-04-16,Sensation,2,4.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,70.5,
2025-04-16,Sensation,3,4.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,96.0,
2025-04-30,Sensation,1,7.0,2.0,0.0,0.0,6.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,54.4,
2025-04-30,Sensation,2,9.0,6.0,0.0,0.0,7.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,112.225,
2025-04-30,Sensation,3,7.0,6.0,0.0,0.0,9.0,6.0,0.0,0.0,1.0,0.0,0.0,0.0,15.0,1.0,0.0,0.0,0.0,114.48,
2025-05-14,Sensation,1,8.0,10.0,1.0,0.0,14.0,11.0,1.0,0.0,2.0,1.0,0.0,0.0,26.0,3.0,0.0,0.0,0.0,111.0375,
2025-05-14,Sensation,2,11.0,14.0,1.0,0.0,22.0,19.0,1.0,0.0,0.0,2.0,0.0,0.0,42.0,2.0,0.0,0.0,0.0,138.8111111,
2025-05-14,Sensation,3,10.0,15.0,0.0,0.0,18.0,26.0,0.0,0.0,3.0,0.0,0.0,0.0,44.0,3.0,0.0,0.0,0.0,147.7,
2025-05-28,Sensation,1,11.0,16.0,4.0,0.0,22.0,27.0,6.0,0.0,3.0,2.0,0.0,0.0,55.0,5.0,0.0,0.0,0.0,155.43333333,
2025-05-28,Sensation,2,15.0,23.0,3.0,0.0,36.0,41.0,5.0,0.0,0.0,4.0,0.0,0.0,82.0,4.0,0.0,0.0,0.0,157.3461538,
2025-05-28,Sensation,3,11.0,22.0,1.0,0.0,27.0,45.0,1.0,0.0,5.0,0.0,0.0,0.0,73.0,5.0,0.0,0.0,0.0,172.97,
2025-06-11,Sensation,1,13.0,18.0,5.0,1.0,37.0,49.0,13.0,1.0,7.0,3.0,0.0,0.0,100.0,10.0,0.0,0.0,0.0,174.83333333,
2025-06-11,Sensation,2,15.0,29.0,4.0,0.0,51.0,65.0,7.0,0.0,0.0,5.0,0.0,0.0,123.0,5.0,0.0,0.0,0.0,174.6,
2025-06-11,Sensation,3,10.0,30.0,2.0,0.0,35.0,72.0,3.0,0.0,6.0,0.0,0.0,0.0,110.0,6.0,0.0,0.0,0.0,196.9909091,
2025-06-25,Sensation,1,12.0,18.0,5.0,1.0,43.0,57.0,14.0,1.0,6.0,3.0,0.0,0.0,115.0,9.0,0.0,0.0,0.0,195.475,6.516741573
2025-06-25,Sensation,2,16.0,31.0,7.0,0.0,64.0,87.0,12.0,0.0,1.0,6.0,0.0,0.0,163.0,7.0,0.0,0.0,0.0,194.88,7.276268657
2025-06-25,Sensation,3,14.0,34.0,2.0,0.0,43.0,100.0,4.0,0.0,6.0,0.0,0.0,0.0,147.0,6.0,0.0,0.0,0.0,244.3454545,7.594358974
